,date,state,death,deathConfirmed,deathIncrease,hospitalizedCurrently,inIcuCurrently,positive,positiveCasesViral,positiveIncrease,totalTestsViral,policy,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
304,1/2/2021,NC,6892,6467,144,3479,783,558437,510515,18892,6807491,0,58.33,58.33,67.38,67.38,59.58,59.58,59.17,59.17,62.5,62.5
305,1/3/2021,NC,6910,6482,18,3576,776,564924,516657,6487,6852652,0,58.33,58.33,67.38,67.38,59.58,59.58,59.17,59.17,62.5,62.5
306,1/4/2021,NC,6941,6509,31,3635,783,570111,521426,5187,6890572,0,58.33,58.33,67.38,67.38,59.58,59.58,59.17,59.17,62.5,62.5
307,1/5/2021,NC,6996,6552,55,3781,813,575396,525813,5285,6915111,0,58.33,58.33,67.38,67.38,59.58,59.58,59.17,59.17,62.5,62.5
308,1/6/2021,NC,7076,6615,80,3893,823,582348,530830,6952,6955559,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
309,1/7/2021,NC,7213,6727,137,3960,826,592746,539544,10398,7019613,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
310,1/8/2021,NC,7328,6821,115,3960,833,602774,548133,10028,7093220,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
311,1/9/2021,NC,7425,6901,97,3871,834,614355,558293,11581,7158994,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
312,1/10/2021,NC,7567,7021,142,3774,790,623188,566175,8833,7226838,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
313,1/11/2021,NC,7578,7031,11,3843,811,629124,571758,5936,7286664,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
314,1/12/2021,NC,7638,7080,60,3940,839,635975,577872,6851,7316817,0,66.67,66.67,73.81,73.81,64.27,64.27,64.52,64.52,62.5,62.5
315,1/13/2021,NC,7745,7167,107,3951,848,641073,581331,5098,7357923,0,64.81,64.81,70.24,70.24,63.23,63.23,63.33,63.33,62.5,62.5
316,1/14/2021,NC,7825,7230,80,3990,858,650926,589265,9853,7426166,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
317,1/15/2021,NC,7933,7323,108,3916,861,659840,596770,8914,7496094,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
318,1/16/2021,NC,8016,7384,83,3895,880,667826,603682,7986,7567175,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
319,1/17/2021,NC,8083,7446,67,3862,863,674637,609633,6811,7637008,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
320,1/18/2021,NC,8083,7446,0,3862,863,674637,609633,0,7692852,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
321,1/19/2021,NC,8139,7495,56,3881,861,684497,618570,9860,7724213,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
322,1/20/2021,NC,8200,7542,61,3740,803,690912,622857,6415,7762095,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
323,1/21/2021,NC,8339,7663,139,3666,780,698099,628562,7187,7818538,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
324,1/22/2021,NC,8464,7756,125,3512,752,705535,634593,7436,7888392,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
325,1/23/2021,NC,8586,7858,122,3416,736,712716,640436,7181,7944482,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
326,1/24/2021,NC,8695,7942,109,3303,713,718812,645559,6096,8000387,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
327,1/25/2021,NC,8720,7964,25,3287,703,723445,649864,4633,8051007,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
328,1/26/2021,NC,8776,8005,56,3368,696,727423,652993,3978,8075827,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
329,1/27/2021,NC,8915,8120,139,3305,676,733010,657038,5587,8110885,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
330,1/28/2021,NC,9046,8213,131,3238,660,739500,662186,6490,8173316,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
331,1/29/2021,NC,9157,8303,111,3048,644,746459,667836,6959,8243508,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
332,1/30/2021,NC,9287,8404,130,2883,651,752627,672774,6168,8299263,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
333,1/31/2021,NC,9335,8442,48,2782,635,757526,676973,4899,8356118,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
334,2/1/2021,NC,9342,8448,7,2781,636,761302,680446,3776,8401409,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
335,2/2/2021,NC,9409,8503,67,2741,645,764228,682726,2926,8422860,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
336,2/3/2021,NC,9578,8630,169,2706,635,776307,687750,12079,8451902,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
337,2/4/2021,NC,9728,8753,150,2630,630,781802,692010,5495,8510848,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
338,2/5/2021,NC,9841,8838,113,2523,599,787349,696096,5547,8571543,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
339,2/6/2021,NC,9926,8901,85,2468,591,791521,699321,4172,8626106,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
340,2/7/2021,NC,9983,8951,57,2378,584,796195,703244,4674,8679100,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
341,2/8/2021,NC,9991,8958,8,2339,559,799279,705950,3084,8719552,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
342,2/9/2021,NC,10046,9002,55,2374,558,802065,708165,2786,8743793,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
343,2/10/2021,NC,10181,9107,135,2291,540,805898,710653,3833,8773463,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
344,2/11/2021,NC,10294,9189,113,2185,516,810466,714012,4568,8829215,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
345,2/12/2021,NC,10376,9254,82,2151,506,814594,717498,4128,8889330,0,64.81,64.81,70.24,70.24,64.48,64.48,64.76,64.76,62.5,62.5
346,2/13/2021,NC,10453,9306,77,2101,496,818724,720453,4130,8936233,0,64.81,64.81,70.24,70.24,67.6,67.6,68.33,68.33,62.5,62.5
347,2/14/2021,NC,10491,9337,38,1989,481,821894,723162,3170,8982818,0,64.81,64.81,70.24,70.24,67.6,67.6,68.33,68.33,62.5,62.5
348,2/15/2021,NC,10501,9345,10,1941,471,824352,725385,2458,9014446,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
349,2/16/2021,NC,10562,9392,61,1958,473,826340,726761,1988,9036318,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
350,2/17/2021,NC,10670,9482,108,1954,446,829507,728776,3167,9058420,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
351,2/18/2021,NC,10766,9554,96,1892,436,833423,731595,3916,9105676,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
352,2/19/2021,NC,10820,9595,54,1780,411,836650,733964,3227,9149998,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
353,2/20/2021,NC,10896,9655,76,1708,409,840096,735879,3446,9191745,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
354,2/21/2021,NC,10926,9683,30,1647,402,842637,737992,2541,9226700,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
355,2/22/2021,NC,10934,9691,8,1567,383,844770,739768,2133,9262399,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
356,2/23/2021,NC,10965,9718,31,1563,384,846284,740772,1514,9283137,0,59.26,59.26,66.67,66.67,62.92,62.92,62.98,62.98,62.5,62.5
357,2/24/2021,NC,11074,9804,109,1530,380,849630,742766,3346,9310743,0,59.26,59.26,66.67,66.67,64.17,64.17,64.4,64.4,62.5,62.5
358,2/25/2021,NC,11137,9856,63,1498,373,852981,745214,3351,9361775,0,59.26,59.26,66.67,66.67,64.17,64.17,64.4,64.4,62.5,62.5
359,2/26/2021,NC,11186,9897,49,1465,367,855905,747385,2924,9422466,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
360,2/27/2021,NC,11212,9922,26,1414,348,858548,749388,2643,9463409,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
361,2/28/2021,NC,11212,9922,0,1414,348,858548,749388,0,9499985,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
362,3/1/2021,NC,11254,9959,42,1319,333,862170,752406,3622,9525274,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
363,3/2/2021,NC,11288,9987,34,1353,334,863409,753280,1239,9541671,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
364,3/3/2021,NC,11363,10050,75,1303,332,865554,754610,2145,9561647,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
365,3/4/2021,NC,11399,10083,36,1290,326,868056,756509,2502,9605697,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
366,3/5/2021,NC,11446,10125,47,1226,314,870149,758115,2093,9650184,0,56.48,56.48,63.81,63.81,62.6,62.6,62.62,62.62,62.5,62.5
